Sensor,Time/s,Reading
DN2 + DN4,80,213.21
DN2 + DN4,81,-67.46
DN2 + DN4,82,224.87
DN2 + DN4,83,88.54
DN2 + DN4,84,-80.79
DN2 + DN4,85,7.21
DN2 + DN4,86,-252.46
DN2 + DN4,87,-114.13
DN2 + DN4,88,162.21
DN2 + DN4,89,-31.13
DN2 + DN4,90,85.87
DN2 + DN4,91,-280.13
DN2 + DN4,92,-298.46
DN2 + DN4,93,-486.79
DN2 + DN4,94,123.21
DN2 + DN4,95,734.87
DN2 + DN4,96,542.21
DN2 + DN4,97,366.21
DN2 + DN4,98,204.54
DN2 + DN4,99,576.21
DN2 + DN4,0,4452.1
DN2 + DN4,1,-3496.57
DN2 + DN4,2,-3551.9
DN2 + DN4,3,-1171.9
DN2 + DN4,4,216.77
DN2 + DN4,5,-94.9
DN2 + DN4,6,17.1
DN2 + DN4,7,658.1
DN2 + DN4,8,754.77
DN2 + DN4,9,858.1
DN2 + DN4,10,-378.57
DN2 + DN4,11,-391.9
DN2 + DN4,12,-2331.23
DN2 + DN4,13,1077.43
DN2 + DN4,14,1959.77
DN2 + DN4,15,554.1
DN2 + DN4,16,1129.77
DN2 + DN4,17,-480.23
DN2 + DN4,18,323.77
DN2 + DN4,19,-833.57
DN2 + DN4,20,-594.23
DN2 + DN4,21,-1404.23
DN2 + DN4,22,33.43
DN2 + DN4,23,1089.1
DN2 + DN4,24,1621.1
DN2 + DN4,25,741.43
DN2 + DN4,26,46.43
DN2 + DN4,27,-222.23
DN2 + DN4,28,-224.57
DN2 + DN4,29,562.77
DN2 + DN4,30,-217.23
DN2 + DN4,31,-179.57
DN2 + DN4,32,1369.1
DN2 + DN4,33,-76.9
DN2 + DN4,34,-1090.9
DN2 + DN4,35,377.43
DN2 + DN4,36,1967.43
DN2 + DN4,37,-3187.23
DN2 + DN4,38,-3984.9
DN2 + DN4,39,-2313.57
DN2 + DN4,40,27.77
DN2 + DN4,41,481.77
DN2 + DN4,42,856.77
DN2 + DN4,43,2006.1
DN2 + DN4,44,-754.57
DN2 + DN4,45,-1739.9
DN2 + DN4,46,-98.23
DN2 + DN4,47,576.77
DN2 + DN4,48,-786.9
DN2 + DN4,49,589.77
DN2 + DN4,50,190.43
DN2 + DN4,51,-1520.23
DN2 + DN4,52,-1144.9
DN2 + DN4,53,497.77
DN2 + DN4,54,749.77
DN2 + DN4,55,143.43
DN2 + DN4,56,502.43
DN2 + DN4,57,-491.57
DN2 + DN4,58,-1794.23
DN2 + DN4,59,1691.1
DN2 + DN4,60,321.77
DN2 + DN4,61,-734.9
DN2 + DN4,62,-1877.57
DN2 + DN4,63,990.43
DN2 + DN4,64,277.43
DN2 + DN4,65,-92.57
DN2 + DN4,66,-363.23
DN2 + DN4,67,-238.57
DN2 + DN4,68,149.1
DN2 + DN4,69,-320.57
DN2 + DN4,70,106.43
DN2 + DN4,71,83.1
DN2 + DN4,72,-487.9
DN2 + DN4,73,144.77
DN2 + DN4,74,348.1
DN2 + DN4,75,44.1
DN2 + DN4,76,-105.23
DN2 + DN4,77,343.77
DN2 + DN4,78,229.43
DN2 + DN4,79,-268.23
DN2 + DN4,80,42.77
DN2 + DN4,81,37.77
DN2 + DN4,82,-119.9
DN2 + DN4,83,190.77
DN2 + DN4,84,-123.57
DN2 + DN4,85,236.1
DN2 + DN4,86,2650.77
DN2 + DN4,87,-11.57
DN2 + DN4,88,261.43
DN2 + DN4,89,482.1
DN2 + DN4,90,-17.9
DN2 + DN4,91,-10.9
DN2 + DN4,92,-65.57
DN2 + DN4,93,200.43
DN2 + DN4,94,-10.23
DN2 + DN4,95,-96.23
DN2 + DN4,96,227.1
DN2 + DN4,97,-25.9
DN2 + DN4,98,-106.23
DN2 + DN4,99,223.1
BL + BR,0,-4066.03
BL + BR,1,-1309.36
BL + BR,2,710.31
BL + BR,3,388.97
BL + BR,4,-477.03
BL + BR,5,193.97
BL + BR,6,-181.69
BL + BR,7,170.64
BL + BR,8,-169.69
BL + BR,9,26.31
BL + BR,10,1039.97
BL + BR,11,-1841.36
BL + BR,12,-3471.36
BL + BR,13,274.97
BL + BR,14,1129.97
BL + BR,15,289.31
BL + BR,16,1102.64
BL + BR,17,869.31
BL + BR,18,-178.36
BL + BR,19,1192.31
BL + BR,20,1120.97
BL + BR,21,265.64
BL + BR,22,783.97
BL + BR,23,479.64
BL + BR,24,1150.64
BL + BR,25,-1818.69
BL + BR,26,-582.36
BL + BR,27,376.97
BL + BR,28,-140.36
BL + BR,29,482.97
BL + BR,30,524.97
BL + BR,31,203.64
BL + BR,32,-1501.36
BL + BR,33,1171.31
BL + BR,34,475.31
BL + BR,35,-1072.03
BL + BR,36,-129.36
BL + BR,37,1027.97
BL + BR,38,-572.03
BL + BR,39,-1732.36
BL + BR,40,1727.31
BL + BR,41,1713.97
BL + BR,42,-1590.03
BL + BR,43,-162.03
BL + BR,44,1220.64
BL + BR,45,-299.36
BL + BR,46,-1149.03
BL + BR,47,-1437.69
BL + BR,48,-419.36
BL + BR,49,-992.36
BL + BR,50,1323.64
BL + BR,51,436.31
BL + BR,52,-1198.69
BL + BR,53,783.64
BL + BR,54,-962.03
BL + BR,55,466.64
BL + BR,56,1786.64
BL + BR,57,-294.36
BL + BR,58,-753.03
BL + BR,59,776.97
BL + BR,60,452.97
BL + BR,61,-4854.69
BL + BR,62,1690.64
BL + BR,63,-684.36
BL + BR,64,1192.64
BL + BR,65,7191.97
BL + BR,66,-4680.36
BL + BR,67,2136.64
BL + BR,68,3864.97
BL + BR,69,-3633.69
BL + BR,70,-3738.69
BL + BR,71,961.64
BL + BR,72,-1.36
BL + BR,73,-292.03
BL + BR,74,-1105.03
BL + BR,75,26.64
BL + BR,76,237.97
BL + BR,77,52.31
BL + BR,78,-102.03
BL + BR,79,328.64
BL + BR,80,-58.03
BL + BR,81,-7.36
BL + BR,82,-288.69
BL + BR,83,116.97
BL + BR,84,24.31
BL + BR,85,80.64
BL + BR,86,-177.03
BL + BR,87,-643.69
BL + BR,88,-29.69
BL + BR,89,-157.69
BL + BR,90,-107.36
BL + BR,91,-85.69
BL + BR,92,207.97
BL + BR,93,-149.36
BL + BR,94,-376.69
BL + BR,95,17.97
BL + BR,96,-57.03
BL + BR,97,-126.69
BL + BR,98,-44.03
BL + BR,99,-277.03
BL + BR,0,-5141.65
BL + BR,1,-1302.65
BL + BR,2,-571.65
BL + BR,3,-410.65
BL + BR,4,-483.31
BL + BR,5,79.02
BL + BR,6,-162.31
BL + BR,7,-607.98
BL + BR,8,-83.98
BL + BR,9,-152.98
BL + BR,10,103.69
BL + BR,11,-987.65
BL + BR,12,-128.65
BL + BR,13,-1164.31
BL + BR,14,-566.31
BL + BR,15,1062.02
BL + BR,16,1496.02
BL + BR,17,13.35
BL + BR,18,74.35
BL + BR,19,517.69
BL + BR,20,-372.31
BL + BR,21,347.35
BL + BR,22,1452.69
BL + BR,23,443.35
BL + BR,24,828.35
BL + BR,25,3278.69
BL + BR,26,-3720.65
BL + BR,27,1786.35
BL + BR,28,-793.31
BL + BR,29,2385.02
BL + BR,30,-4951.65
BL + BR,31,87.02
BL + BR,32,857.35
BL + BR,33,738.35
BL + BR,34,2339.02
BL + BR,35,-4527.98
BL + BR,36,2283.35
BL + BR,37,358.69
BL + BR,38,2359.69
BL + BR,39,353.02
BL + BR,40,407.02
BL + BR,41,-757.65
BL + BR,42,816.69
BL + BR,43,-679.98
BL + BR,44,-2757.65
BL + BR,45,2361.35
BL + BR,46,-3999.65
BL + BR,47,772.02
BL + BR,48,466.35
BL + BR,49,-665.31
BL + BR,50,388.69
BL + BR,51,3387.69
BL + BR,52,-2155.65
BL + BR,53,-1685.98
BL + BR,54,46.02
BL + BR,55,1446.69
BL + BR,56,-4118.98
BL + BR,57,-2500.98
BL + BR,58,-1379.31
BL + BR,59,2576.35
BL + BR,60,-969.65
BL + BR,61,-46.65
BL + BR,62,16.69
BL + BR,63,-136.65
BL + BR,64,-815.31
BL + BR,65,-2017.98
BL + BR,66,-471.65
BL + BR,67,3842.02
BL + BR,68,1917.02
BL + BR,69,2578.35
BL + BR,70,-4037.98
BL + BR,71,-672.65
BL + BR,72,344.02
BL + BR,73,985.35
BL + BR,74,823.35
BL + BR,75,655.02
BL + BR,76,672.02
BL + BR,77,-458.98
BL + BR,78,587.35
BL + BR,79,205.69
BL + BR,80,-169.98
BL + BR,81,-1004.98
BL + BR,82,64.35
BL + BR,83,-84.65
BL + BR,84,-5.31
BL + BR,85,-256.98
BL + BR,86,38.69
BL + BR,87,92.35
BL + BR,88,269.69
BL + BR,89,-120.31
BL + BR,90,143.35
BL + BR,91,-4.65
BL + BR,92,-227.98
BL + BR,93,-176.31
BL + BR,94,138.35
BL + BR,95,33.02
BL + BR,96,-148.98
BL + BR,97,-152.31
BL + BR,98,-131.31
BL + BR,99,-40.65
BL + BR,0,-3913.82
BL + BR,1,-961.15
BL + BR,2,2088.85
BL + BR,3,-44.49
BL + BR,4,1386.18
BL + BR,5,594.18
BL + BR,6,-65.49
BL + BR,7,88.18
BL + BR,8,-87.15
BL + BR,9,-71.82
BL + BR,10,-127.49
BL + BR,11,-122.15
BL + BR,12,-122.82
BL + BR,13,-158.15
BL + BR,14,-218.49
BL + BR,15,-132.15
BL + BR,16,76.85
BL + BR,17,-119.15
BL + BR,18,-3.82
BL + BR,19,-141.15
BL + BR,20,-30.49
BL + BR,21,-36.82
BL + BR,22,-86.15
BL + BR,23,27.51
BL + BR,24,-56.15
BL + BR,25,-292.15
BL + BR,26,-202.82
BL + BR,27,-5.15
BL + BR,28,-14.82
BL + BR,29,27.85
BL + BR,30,61.18
BL + BR,31,-330.49
BL + BR,32,-85.49
BL + BR,33,157.85
BL + BR,34,-204.15
BL + BR,35,50.18
BL + BR,36,-321.15
BL + BR,37,-104.49
BL + BR,38,-125.82
BL + BR,39,-277.49
BL + BR,40,-117.82
BL + BR,41,-5889.82
BL + BR,42,-223.82
BL + BR,43,-64.49
BL + BR,44,-69.82
BL + BR,45,-861.82
BL + BR,46,-315.49
BL + BR,47,-1047.15
BL + BR,48,-660.15
BL + BR,49,2552.18
BL + BR,50,-1168.82
BL + BR,51,825.51
BL + BR,52,819.18
BL + BR,53,-1358.15
BL + BR,54,-727.49
BL + BR,55,-357.82
BL + BR,56,1192.18
BL + BR,57,80.85
BL + BR,58,378.51
BL + BR,59,270.18
BL + BR,60,355.51
BL + BR,61,266.85
BL + BR,62,288.18
BL + BR,63,-1104.82
BL + BR,64,6.85
BL + BR,65,-1427.82
BL + BR,66,-1404.15
BL + BR,67,318.18
BL + BR,68,31.18
BL + BR,69,-170.49
BL + BR,70,632.18
BL + BR,71,-325.82
BL + BR,72,1135.51
BL + BR,73,619.85
BL + BR,74,346.18
BL + BR,75,-212.82
BL + BR,76,-335.49
BL + BR,77,779.51
BL + BR,78,-1812.82
BL + BR,79,393.85
BL + BR,80,445.18
BL + BR,81,232.85
BL + BR,82,-555.15
BL + BR,83,-601.49
BL + BR,84,-812.49
BL + BR,85,453.51
BL + BR,86,-251.49
BL + BR,87,-59.49
BL + BR,88,-72.15
BL + BR,89,144.18
BL + BR,90,-2893.15
BL + BR,91,103.85
BL + BR,92,-3118.15
BL + BR,93,1195.51
BL + BR,94,149.85
BL + BR,95,-319.49
BL + BR,96,-696.82
BL + BR,97,-791.49
BL + BR,98,-104.49
BL + BR,99,-181.15
BL + BR,0,3353.09
BL + BR,1,-6979.24
BL + BR,2,-1173.24
BL + BR,3,5617.09
BL + BR,4,1129.09
BL + BR,5,-1042.24
BL + BR,6,-323.91
BL + BR,7,-391.91
BL + BR,8,-180.57
BL + BR,9,-4008.91
BL + BR,10,-1083.57
BL + BR,11,302.43
BL + BR,12,-448.57
BL + BR,13,-736.24
BL + BR,14,2039.09
BL + BR,15,1395.09
BL + BR,16,-1659.57
BL + BR,17,-457.24
BL + BR,18,3217.43
BL + BR,19,-66.24
BL + BR,20,-2489.91
BL + BR,21,381.43
BL + BR,22,-1439.24
BL + BR,23,68.43
BL + BR,24,8399.09
BL + BR,25,649.09
BL + BR,26,-7303.57
BL + BR,27,159.43
BL + BR,28,-1178.24
BL + BR,29,2202.76
BL + BR,30,4753.09
BL + BR,31,586.76
BL + BR,32,-5103.24
BL + BR,33,-527.24
BL + BR,34,-621.91
BL + BR,35,640.09
BL + BR,36,99.43
BL + BR,37,-403.24
BL + BR,38,-1373.24
BL + BR,39,-394.91
BL + BR,40,1673.76
BL + BR,41,-1229.57
BL + BR,42,-100.57
BL + BR,43,2166.43
BL + BR,44,-125.91
BL + BR,45,-185.57
BL + BR,46,-122.91
BL + BR,47,-363.57
BL + BR,48,1043.43
BL + BR,49,163.76
BL + BR,50,208.09
BL + BR,51,-241.91
BL + BR,52,-430.91
BL + BR,53,-857.91
BL + BR,54,-466.91
BL + BR,55,-416.57
BL + BR,56,-464.91
BL + BR,57,-550.57
BL + BR,58,1308.43
BL + BR,59,467.43
BL + BR,60,-942.57
BL + BR,61,-354.57
BL + BR,62,-179.91
BL + BR,63,264.43
BL + BR,64,-374.91
BL + BR,65,6032.76
BL + BR,66,4715.76
BL + BR,67,-11342.91
BL + BR,68,1224.76
BL + BR,69,5695.09
BL + BR,70,-7592.57
BL + BR,71,-1310.24
BL + BR,72,-17.57
BL + BR,73,-47.57
BL + BR,74,-51.91
BL + BR,75,-109.24
BL + BR,76,-191.24
BL + BR,77,-135.24
BL + BR,78,-145.57
BL + BR,79,-172.24
BL + BR,80,34.43
BL + BR,81,-19.57
BL + BR,82,-62.91
BL + BR,83,40.09
BL + BR,84,86.09
BL + BR,85,-78.24
BL + BR,86,37.09
BL + BR,87,-207.91
BL + BR,88,23.09
BL + BR,89,-80.91
BL + BR,90,-103.57
BL + BR,91,-130.91
BL + BR,92,-163.91
BL + BR,93,-205.57
BL + BR,94,-100.24
BL + BR,95,-57.24
BL + BR,96,-33.91
BL + BR,97,24.43
BL + BR,98,36.43
BL + BR,99,-55.57
BL + BR,0,-3559.27
BL + BR,1,-4907.27
BL + BR,2,-1458.27
BL + BR,3,483.39
BL + BR,4,-325.61
BL + BR,5,477.73
BL + BR,6,-24.61
BL + BR,7,109.39
BL + BR,8,-161.27
BL + BR,9,47.06
BL + BR,10,-71.94
BL + BR,11,63.39
BL + BR,12,247.73
BL + BR,13,2156.39
BL + BR,14,-43.94
BL + BR,15,-1413.94
BL + BR,16,1061.39
BL + BR,17,6836.06
BL + BR,18,324.06
BL + BR,19,465.39
BL + BR,20,836.73
BL + BR,21,2445.73
BL + BR,22,2042.73
BL + BR,23,979.06
BL + BR,24,-446.94
BL + BR,25,52.39
BL + BR,26,-1259.27
BL + BR,27,759.73
BL + BR,28,138.39
BL + BR,29,691.73
BL + BR,30,350.06
BL + BR,31,-3860.27
BL + BR,32,725.73
BL + BR,33,1768.06
BL + BR,34,-2542.94
BL + BR,35,-1321.94
BL + BR,36,177.06
BL + BR,37,2403.73
BL + BR,38,-4857.27
BL + BR,39,-1709.27
BL + BR,40,319.73
BL + BR,41,3430.73
BL + BR,42,-810.27
BL + BR,43,-533.27
BL + BR,44,1753.39
BL + BR,45,122.06
BL + BR,46,-1142.27
BL + BR,47,-6.61
BL + BR,48,433.39
BL + BR,49,-1513.61
BL + BR,50,1161.73
BL + BR,51,-964.94
BL + BR,52,-2325.61
BL + BR,53,-606.27
BL + BR,54,327.39
BL + BR,55,-2.94
BL + BR,56,369.06
BL + BR,57,-330.61
BL + BR,58,765.39
BL + BR,59,656.39
BL + BR,60,-1425.94
BL + BR,61,-157.94
BL + BR,62,585.73
BL + BR,63,111.06
BL + BR,64,-127.94
BL + BR,65,-1887.94
BL + BR,66,801.06
BL + BR,67,766.06
BL + BR,68,-1103.94
BL + BR,69,-763.61
BL + BR,70,141.39
BL + BR,71,1035.06
BL + BR,72,-410.27
BL + BR,73,-519.27
BL + BR,74,171.06
BL + BR,75,-506.61
BL + BR,76,-362.27
BL + BR,77,659.06
BL + BR,78,135.39
BL + BR,79,-327.27
BL + BR,80,7.73
BL + BR,81,-134.94
BL + BR,82,-282.94
BL + BR,83,-182.61
BL + BR,84,68.73
BL + BR,85,-255.61
BL + BR,86,119.06
BL + BR,87,-127.94
BL + BR,88,-65.94
BL + BR,89,-58.61
BL + BR,90,111.06
BL + BR,91,-268.27
BL + BR,92,-35.27
BL + BR,93,215.73
BL + BR,94,52.73
BL + BR,95,-455.27
BL + BR,96,165.39
BL + BR,97,-160.27
BL + BR,98,158.06
BL + BR,99,-274.27
BL + BR,0,-3991.94
BL + BR,1,628.73
BL + BR,2,-220.61
BL + BR,3,397.39
BL + BR,4,-221.94
BL + BR,5,264.39
BL + BR,6,-218.94
BL + BR,7,1.73
BL + BR,8,138.73
BL + BR,9,-2651.61
BL + BR,10,776.39
BL + BR,11,-2765.27
BL + BR,12,-1673.27
BL + BR,13,637.06
BL + BR,14,754.06
BL + BR,15,-90.94
BL + BR,16,153.39
BL + BR,17,-105.27
BL + BR,18,-144.27
BL + BR,19,4700.39
BL + BR,20,711.39
BL + BR,21,-222.27
BL + BR,22,-814.27
BL + BR,23,-696.61
BL + BR,24,698.39
BL + BR,25,-131.94
BL + BR,26,110.73
BL + BR,27,-1068.94
BL + BR,28,-2209.27
BL + BR,29,-1855.61
BL + BR,30,1022.06
BL + BR,31,1229.39
BL + BR,32,-12.27
BL + BR,33,-798.27
BL + BR,34,1309.73
BL + BR,35,1766.39
BL + BR,36,-3704.94
BL + BR,37,221.06
BL + BR,38,1552.39
BL + BR,39,-242.27
BL + BR,40,-81.61
BL + BR,41,-236.94
BL + BR,42,-32.61
BL + BR,43,-1201.94
BL + BR,44,-134.61
BL + BR,45,-562.94
BL + BR,46,507.06
BL + BR,47,3334.73
BL + BR,48,1940.73
BL + BR,49,-826.61
BL + BR,50,-2615.61
BL + BR,51,-5112.27
BL + BR,52,-939.94
BL + BR,53,403.73
BL + BR,54,-382.27
BL + BR,55,-413.61
BL + BR,56,1367.06
BL + BR,57,-309.27
BL + BR,58,-94.27
BL + BR,59,-184.61
BL + BR,60,-39.27
BL + BR,61,-162.27
BL + BR,62,-70.61
BL + BR,63,39.39
BL + BR,64,899.39
BL + BR,65,-1647.61
BL + BR,66,1369.06
BL + BR,67,2317.39
BL + BR,68,1044.06
BL + BR,69,-5348.94
BL + BR,70,2423.06
BL + BR,71,-1146.61
BL + BR,72,-21.94
BL + BR,73,196.06
BL + BR,74,-430.94
BL + BR,75,-166.61
BL + BR,76,559.73
BL + BR,77,-130.61
BL + BR,78,-316.61
BL + BR,79,77.73
BL + BR,80,179.06
BL + BR,81,-294.61
BL + BR,82,-59.61
BL + BR,83,-109.94
BL + BR,84,-353.27
BL + BR,85,220.39
BL + BR,86,-74.27
BL + BR,87,70.06
BL + BR,88,-130.61
BL + BR,89,-432.61
BL + BR,90,227.06
BL + BR,91,274.73
BL + BR,92,-313.94
BL + BR,93,185.39
BL + BR,94,-179.61
BL + BR,95,-181.27
BL + BR,96,71.73
BL + BR,97,-12.94
BL + BR,98,-220.27
BL + BR,99,13.73
BL + BR,0,-4737.11
BL + BR,1,-9782.45
BL + BR,2,2188.89
BL + BR,3,19.89
BL + BR,4,-1427.45
BL + BR,5,-4576.11
BL + BR,6,-1468.11
BL + BR,7,1268.22
BL + BR,8,1851.89
BL + BR,9,-4575.11
BL + BR,10,-1397.78
BL + BR,11,1259.89
BL + BR,12,850.55
BL + BR,13,2429.89
BL + BR,14,-3018.45
BL + BR,15,2654.55
BL + BR,16,2391.22
BL + BR,17,-872.45
BL + BR,18,-31.45
BL + BR,19,-1503.45
BL + BR,20,1708.55
BL + BR,21,-907.45
BL + BR,22,-3232.45
BL + BR,23,-2464.45
BL + BR,24,1475.55
BL + BR,25,2542.22
BL + BR,26,280.89
BL + BR,27,-1230.78
BL + BR,28,-179.45
BL + BR,29,1973.89
BL + BR,30,-304.45
BL + BR,31,-983.78
BL + BR,32,414.55
BL + BR,33,-3094.11
BL + BR,34,2045.22
BL + BR,35,509.89
BL + BR,36,454.89
BL + BR,37,3098.22
BL + BR,38,1599.22
BL + BR,39,1375.55
BL + BR,40,-1563.45
BL + BR,41,1448.55
BL + BR,42,-2706.78
BL + BR,43,1618.89
BL + BR,44,-444.78
BL + BR,45,-2230.11
BL + BR,46,-567.11
BL + BR,47,-3728.45
BL + BR,48,-199.45
BL + BR,49,1168.22
BL + BR,50,1359.89
BL + BR,51,-1563.11
BL + BR,52,-46.78
BL + BR,53,-4727.45
BL + BR,54,-1717.11
BL + BR,55,-181.78
BL + BR,56,1644.22
BL + BR,57,-3934.45
BL + BR,58,565.22
BL + BR,59,360.55
BL + BR,60,-264.78
BL + BR,61,-1541.45
BL + BR,62,1602.22
BL + BR,63,-2597.11
BL + BR,64,4911.55
BL + BR,65,3920.22
BL + BR,66,-1647.45
BL + BR,67,7489.55
BL + BR,68,-3000.78
BL + BR,69,5570.22
BL + BR,70,-3767.78
BL + BR,71,3334.22
BL + BR,72,-5785.45
BL + BR,73,2025.89
BL + BR,74,2318.89
BL + BR,75,-6075.11
BL + BR,76,1378.89
BL + BR,77,1052.55
BL + BR,78,90.22
BL + BR,79,-1981.78
BL + BR,80,-145.78
BL + BR,81,96.55
BL + BR,82,35.89
BL + BR,83,1018.89
BL + BR,84,-2160.78
BL + BR,85,1328.22
BL + BR,86,-1592.45
BL + BR,87,464.22
BL + BR,88,355.22
BL + BR,89,-261.45
BL + BR,90,1740.89
BL + BR,91,-2532.78
BL + BR,92,892.55
BL + BR,93,636.55
BL + BR,94,637.55
BL + BR,95,-2034.78
BL + BR,96,684.55
BL + BR,97,78.89
BL + BR,98,-595.11
BL + BR,99,-261.78
BL + BR,0,-3929.39
BL + BR,1,-6210.05
BL + BR,2,306.95
BL + BR,3,-2067.39
BL + BR,4,-1716.05
BL + BR,5,-74.39
BL + BR,6,852.61
BL + BR,7,-72.72
BL + BR,8,192.95
BL + BR,9,-428.39
BL + BR,10,-1046.05
BL + BR,11,519.61
BL + BR,12,-265.72
BL + BR,13,-1677.72
BL + BR,14,471.61
BL + BR,15,238.95
BL + BR,16,151.95
BL + BR,17,264.28
BL + BR,18,658.61
BL + BR,19,-1834.39
BL + BR,20,652.95
BL + BR,21,-156.72
BL + BR,22,169.61
BL + BR,23,1922.95
BL + BR,24,21.61
BL + BR,25,-927.72
BL + BR,26,766.95
BL + BR,27,-787.72
BL + BR,28,3101.61
BL + BR,29,402.61
BL + BR,30,-648.39
BL + BR,31,-2407.72
BL + BR,32,135.61
BL + BR,33,1885.61
BL + BR,34,-354.72
BL + BR,35,-287.72
BL + BR,36,1014.28
BL + BR,37,-305.72
BL + BR,38,1146.28
BL + BR,39,1961.28
BL + BR,40,419.28
BL + BR,41,-512.39
BL + BR,42,-146.05
BL + BR,43,-12.05
BL + BR,44,-661.39
BL + BR,45,-550.05
BL + BR,46,226.28
BL + BR,47,147.28
BL + BR,48,414.95
BL + BR,49,-1047.05
BL + BR,50,-4.72
BL + BR,51,-701.72
BL + BR,52,503.61
BL + BR,53,529.28
BL + BR,54,410.95
BL + BR,55,-120.05
BL + BR,56,13.95
BL + BR,57,90.61
BL + BR,58,-334.39
BL + BR,59,-229.72
BL + BR,60,-1330.72
BL + BR,61,-389.39
BL + BR,62,-1197.05
BL + BR,63,1620.61
BL + BR,64,-148.05
BL + BR,65,-1968.72
BL + BR,66,104.95
BL + BR,67,6479.28
BL + BR,68,-3250.72
BL + BR,69,-4617.72
BL + BR,70,-1272.05
BL + BR,71,-30.39
BL + BR,72,697.61
BL + BR,73,-424.05
BL + BR,74,459.95
BL + BR,75,45.28
BL + BR,76,31.28
BL + BR,77,-408.05
BL + BR,78,-44.72
BL + BR,79,-115.05
BL + BR,80,-785.05
BL + BR,81,115.95
BL + BR,82,-55.39
BL + BR,83,-82.39
BL + BR,84,-676.05
BL + BR,85,67.95
BL + BR,86,-547.72
BL + BR,87,-148.05
BL + BR,88,-205.05
BL + BR,89,-200.39
BL + BR,90,-180.72
BL + BR,91,-34.05
BL + BR,92,-246.39
BL + BR,93,-160.39
BL + BR,94,-0.05
BL + BR,95,-970.05
BL + BR,96,104.28
BL + BR,97,84.61
BL + BR,98,243.28
BL + BR,99,-199.72
BL + BR,0,3870.78
BL + BR,1,-3200.55
BL + BR,2,-2968.89
BL + BR,3,-199.89
BL + BR,4,3051.78
BL + BR,5,-3977.22
BL + BR,6,-4188.89
BL + BR,7,-171.89
BL + BR,8,1800.78
BL + BR,9,700.11
BL + BR,10,1929.45
BL + BR,11,-5371.55
BL + BR,12,-2427.89
BL + BR,13,4272.78
BL + BR,14,-1376.89
BL + BR,15,-658.22
BL + BR,16,-208.55
BL + BR,17,-4.22
BL + BR,18,71.78
BL + BR,19,-963.55
BL + BR,20,-873.89
BL + BR,21,1630.78
BL + BR,22,-2755.55
BL + BR,23,-3495.55
BL + BR,24,-1271.89
BL + BR,25,2479.45
BL + BR,26,2582.11
BL + BR,27,-4238.22
BL + BR,28,395.78
BL + BR,29,2179.11
BL + BR,30,-174.89
BL + BR,31,3076.78
BL + BR,32,4013.78
BL + BR,33,-503.22
BL + BR,34,2410.78
BL + BR,35,-732.55
BL + BR,36,545.78
BL + BR,37,3181.11
BL + BR,38,-43.89
BL + BR,39,963.45
BL + BR,40,-1477.89
BL + BR,41,217.45
BL + BR,42,758.78
BL + BR,43,-434.22
BL + BR,44,3539.45
BL + BR,45,-1788.55
BL + BR,46,-2838.89
BL + BR,47,-3764.89
BL + BR,48,3564.45
BL + BR,49,3595.45
BL + BR,50,-3576.55
BL + BR,51,2527.11
BL + BR,52,-3161.22
BL + BR,53,-5342.22
BL + BR,54,1876.11
BL + BR,55,-1515.89
BL + BR,56,2448.45
BL + BR,57,-2278.55
BL + BR,58,2029.11
BL + BR,59,-1271.89
BL + BR,60,-10472.89
BL + BR,61,379.11
BL + BR,62,2478.78
BL + BR,63,-5827.89
BL + BR,64,3384.45
BL + BR,65,5274.11
BL + BR,66,-2098.89
BL + BR,67,-5787.89
BL + BR,68,-4695.55
BL + BR,69,3762.11
BL + BR,70,4588.78
BL + BR,71,-4160.22
BL + BR,72,-3171.22
BL + BR,73,4271.11
BL + BR,74,5586.45
BL + BR,75,-6230.55
BL + BR,76,1566.45
BL + BR,77,-3094.22
BL + BR,78,-5216.89
BL + BR,79,4721.11
BL + BR,80,5391.45
BL + BR,81,-1088.22
BL + BR,82,1547.11
BL + BR,83,-4106.89
BL + BR,84,-4178.55
BL + BR,85,5302.45
BL + BR,86,4361.45
BL + BR,87,-4171.89
BL + BR,88,2098.45
BL + BR,89,2131.78
BL + BR,90,-4986.89
BL + BR,91,2468.11
BL + BR,92,4445.78
BL + BR,93,-5558.55
BL + BR,94,-3003.22
BL + BR,95,-1010.55
BL + BR,96,5648.78
BL + BR,97,4857.78
BL + BR,98,833.11
BL + BR,99,-1183.22
BL + BR,0,-4804.77
BL + BR,1,1471.9
BL + BR,2,-2168.1
BL + BR,3,1055.9
BL + BR,4,4754.23
BL + BR,5,-3827.43
BL + BR,6,-5268.1
BL + BR,7,3850.9
BL + BR,8,4244.57
BL + BR,9,-8000.77
BL + BR,10,-844.1
BL + BR,11,3514.57
BL + BR,12,-4520.1
BL + BR,13,-849.77
BL + BR,14,-1431.77
BL + BR,15,2291.23
BL + BR,16,913.9
BL + BR,17,-1849.77
BL + BR,18,-6725.43
BL + BR,19,3328.23
BL + BR,20,3585.9
BL + BR,21,585.23
BL + BR,22,-675.43
BL + BR,23,-601.77
BL + BR,24,-2487.43
BL + BR,25,-6633.43
BL + BR,26,-3484.43
BL + BR,27,2485.23
BL + BR,28,3000.57
BL + BR,29,1118.57
BL + BR,30,4778.57
BL + BR,31,-4441.43
BL + BR,32,-841.43
BL + BR,33,-1323.1
BL + BR,34,-3264.77
