Sensor,Time/s,Reading
"DN2 + DN4 Distance
DN1 + DN5 Turning",2,-1543.82
"DN2 + DN4 Distance
DN1 + DN5 Turning",3,-107.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",4,-286.82
"DN2 + DN4 Distance
DN1 + DN5 Turning",5,-129.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",6,227.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",7,98.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",8,-699.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",9,177.18
"DN2 + DN4 Distance
DN1 + DN5 Turning",10,2592.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",11,2032.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",12,-477.49
"DN2 + DN4 Distance
DN1 + DN5 Turning",13,-3372.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",14,-1127.49
"DN2 + DN4 Distance
DN1 + DN5 Turning",15,3109.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",16,1319.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",17,1129.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",18,-2364.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",19,-1784.82
"DN2 + DN4 Distance
DN1 + DN5 Turning",20,55.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",21,2422.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",22,1262.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",23,2162.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",24,1123.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",25,-223.82
"DN2 + DN4 Distance
DN1 + DN5 Turning",26,-443.82
"DN2 + DN4 Distance
DN1 + DN5 Turning",27,-822.49
"DN2 + DN4 Distance
DN1 + DN5 Turning",28,-5953.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",29,-199.49
"DN2 + DN4 Distance
DN1 + DN5 Turning",30,873.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",31,568.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",32,-355.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",33,-2851.82
"DN2 + DN4 Distance
DN1 + DN5 Turning",34,-2592.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",35,648.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",36,1132.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",37,1560.18
"DN2 + DN4 Distance
DN1 + DN5 Turning",38,15.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",39,-241.82
"DN2 + DN4 Distance
DN1 + DN5 Turning",40,313.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",41,-154.82
"DN2 + DN4 Distance
DN1 + DN5 Turning",42,1712.18
"DN2 + DN4 Distance
DN1 + DN5 Turning",43,1771.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",44,2565.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",45,-795.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",46,-2248.82
"DN2 + DN4 Distance
DN1 + DN5 Turning",47,-1350.82
"DN2 + DN4 Distance
DN1 + DN5 Turning",48,2165.18
"DN2 + DN4 Distance
DN1 + DN5 Turning",49,2937.18
"DN2 + DN4 Distance
DN1 + DN5 Turning",50,3933.18
"DN2 + DN4 Distance
DN1 + DN5 Turning",51,956.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",52,-387.49
"DN2 + DN4 Distance
DN1 + DN5 Turning",53,-671.49
"DN2 + DN4 Distance
DN1 + DN5 Turning",54,-4108.49
"DN2 + DN4 Distance
DN1 + DN5 Turning",55,-368.49
"DN2 + DN4 Distance
DN1 + DN5 Turning",56,-189.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",57,216.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",58,49.18
"DN2 + DN4 Distance
DN1 + DN5 Turning",59,-22.49
"DN2 + DN4 Distance
DN1 + DN5 Turning",60,-2468.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",61,-66.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",62,1358.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",63,2437.18
"DN2 + DN4 Distance
DN1 + DN5 Turning",64,-344.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",65,1149.18
"DN2 + DN4 Distance
DN1 + DN5 Turning",66,-2606.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",67,202.18
"DN2 + DN4 Distance
DN1 + DN5 Turning",68,270.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",69,-240.49
"DN2 + DN4 Distance
DN1 + DN5 Turning",70,-222.82
"DN2 + DN4 Distance
DN1 + DN5 Turning",71,-659.82
"DN2 + DN4 Distance
DN1 + DN5 Turning",72,29.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",73,-189.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",74,71.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",75,388.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",76,41.18
"DN2 + DN4 Distance
DN1 + DN5 Turning",77,-123.82
"DN2 + DN4 Distance
DN1 + DN5 Turning",78,-16.49
"DN2 + DN4 Distance
DN1 + DN5 Turning",79,-135.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",80,58.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",81,-271.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",82,343.18
"DN2 + DN4 Distance
DN1 + DN5 Turning",83,14.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",84,-135.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",85,576.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",86,626.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",87,-358.49
"DN2 + DN4 Distance
DN1 + DN5 Turning",88,214.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",89,-393.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",90,-157.49
"DN2 + DN4 Distance
DN1 + DN5 Turning",91,67.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",92,-509.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",93,75.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",94,-209.49
"DN2 + DN4 Distance
DN1 + DN5 Turning",95,309.85
"DN2 + DN4 Distance
DN1 + DN5 Turning",96,-65.15
"DN2 + DN4 Distance
DN1 + DN5 Turning",97,-100.82
"DN2 + DN4 Distance
DN1 + DN5 Turning",98,214.18
"DN2 + DN4 Distance
DN1 + DN5 Turning",99,206.51
"DN2 + DN4 Distance
DN1 + DN5 Turning",0,-3882.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",1,-2630.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",2,-1947.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",3,-59.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",4,3.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",5,70.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",6,-279.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",7,-66.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",8,-140.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",9,-232.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",10,80.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",11,1259.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",12,-457.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",13,-821.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",14,1101.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",15,836.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",16,-295.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",17,-1675.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",18,178.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",19,381.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",20,138.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",21,-884.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",22,-3227.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",23,-227.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",24,-770.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",25,581.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",26,1678.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",27,1109.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",28,957.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",29,2072.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",30,317.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",31,-3698.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",32,-6297.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",33,972.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",34,983.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",35,-2093.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",36,-1333.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",37,-1746.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",38,-1681.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",39,18.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",40,194.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",41,169.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",42,-1565.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",43,218.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",44,2372.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",45,103.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",46,2346.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",47,4422.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",48,-204.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",49,-2788.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",50,-1916.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",51,-488.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",52,594.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",53,4439.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",54,3939.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",55,1504.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",56,-472.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",57,-3545.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",58,-3995.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",59,-1029.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",60,-281.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",61,-1692.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",62,1187.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",63,-2909.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",64,1640.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",65,1572.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",66,1382.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",67,-629.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",68,-589.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",69,120.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",70,161.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",71,-142.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",72,-129.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",73,274.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",74,-497.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",75,-866.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",76,-190.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",77,-39.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",78,-546.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",79,441.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",80,-654.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",81,55.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",82,-143.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",83,-419.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",84,-486.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",85,57.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",86,-392.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",87,50.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",88,-258.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",89,-201.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",90,-49.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",91,633.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",92,113.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",93,-327.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",94,-133.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",95,-228.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",96,63.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",97,-553.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",98,-134.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",99,-188.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",0,-3679.55
"DN2 + DN4 Distance
DN1 + DN5 Turning",1,-1627.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",2,1689.45
"DN2 + DN4 Distance
DN1 + DN5 Turning",3,702.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",4,-284.55
"DN2 + DN4 Distance
DN1 + DN5 Turning",5,-18.55
"DN2 + DN4 Distance
DN1 + DN5 Turning",6,479.12
"DN2 + DN4 Distance
DN1 + DN5 Turning",7,-175.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",8,407.45
"DN2 + DN4 Distance
DN1 + DN5 Turning",9,-57.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",10,275.12
"DN2 + DN4 Distance
DN1 + DN5 Turning",11,147.12
"DN2 + DN4 Distance
DN1 + DN5 Turning",12,63.45
"DN2 + DN4 Distance
DN1 + DN5 Turning",13,-335.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",14,100.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",15,44.45
"DN2 + DN4 Distance
DN1 + DN5 Turning",16,19.12
"DN2 + DN4 Distance
DN1 + DN5 Turning",17,-194.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",18,-245.55
"DN2 + DN4 Distance
DN1 + DN5 Turning",19,-69.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",20,62.12
"DN2 + DN4 Distance
DN1 + DN5 Turning",21,-248.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",22,-51.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",23,-105.55
"DN2 + DN4 Distance
DN1 + DN5 Turning",24,51.45
"DN2 + DN4 Distance
DN1 + DN5 Turning",25,-3.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",26,-52.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",27,1870.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",28,1376.45
"DN2 + DN4 Distance
DN1 + DN5 Turning",29,-508.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",30,-2621.55
"DN2 + DN4 Distance
DN1 + DN5 Turning",31,-3567.55
"DN2 + DN4 Distance
DN1 + DN5 Turning",32,-628.55
"DN2 + DN4 Distance
DN1 + DN5 Turning",33,1800.12
"DN2 + DN4 Distance
DN1 + DN5 Turning",34,44.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",35,-893.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",36,-2656.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",37,-1517.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",38,571.12
"DN2 + DN4 Distance
DN1 + DN5 Turning",39,-134.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",40,374.45
"DN2 + DN4 Distance
DN1 + DN5 Turning",41,32.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",42,-2495.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",43,-1018.55
"DN2 + DN4 Distance
DN1 + DN5 Turning",44,3256.45
"DN2 + DN4 Distance
DN1 + DN5 Turning",45,1948.12
"DN2 + DN4 Distance
DN1 + DN5 Turning",46,449.45
"DN2 + DN4 Distance
DN1 + DN5 Turning",47,834.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",48,260.45
"DN2 + DN4 Distance
DN1 + DN5 Turning",49,2168.45
"DN2 + DN4 Distance
DN1 + DN5 Turning",50,1345.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",51,-3810.55
"DN2 + DN4 Distance
DN1 + DN5 Turning",52,-7617.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",53,-2679.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",54,1801.12
"DN2 + DN4 Distance
DN1 + DN5 Turning",55,1318.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",56,-2312.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",57,907.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",58,1710.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",59,1066.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",60,798.45
"DN2 + DN4 Distance
DN1 + DN5 Turning",61,773.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",62,-675.55
"DN2 + DN4 Distance
DN1 + DN5 Turning",63,203.12
"DN2 + DN4 Distance
DN1 + DN5 Turning",64,-1496.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",65,-435.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",66,-278.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",67,504.12
"DN2 + DN4 Distance
DN1 + DN5 Turning",68,-122.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",69,-857.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",70,-1864.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",71,-2923.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",72,2017.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",73,5257.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",74,3612.12
"DN2 + DN4 Distance
DN1 + DN5 Turning",75,-479.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",76,-3427.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",77,-4673.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",78,1699.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",79,1905.45
"DN2 + DN4 Distance
DN1 + DN5 Turning",80,-7.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",81,-903.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",82,-2080.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",83,1198.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",84,1359.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",85,-4055.55
"DN2 + DN4 Distance
DN1 + DN5 Turning",86,-630.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",87,-68.55
"DN2 + DN4 Distance
DN1 + DN5 Turning",88,-52.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",89,-374.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",90,108.12
"DN2 + DN4 Distance
DN1 + DN5 Turning",91,-6.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",92,-143.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",93,-382.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",94,-362.88
"DN2 + DN4 Distance
DN1 + DN5 Turning",95,-10.55
"DN2 + DN4 Distance
DN1 + DN5 Turning",96,-80.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",97,77.79
"DN2 + DN4 Distance
DN1 + DN5 Turning",98,125.12
"DN2 + DN4 Distance
DN1 + DN5 Turning",99,-21.21
"DN2 + DN4 Distance
DN1 + DN5 Turning",0,-5185.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",1,-179.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",2,-1274.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",3,-391.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",4,6.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",5,-98.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",6,-118.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",7,-94.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",8,-101.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",9,182.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",10,183.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",11,-1813.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",12,-225.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",13,-2012.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",14,-1467.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",15,1177.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",16,0.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",17,-861.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",18,-420.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",19,2246.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",20,3759.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",21,1138.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",22,-936.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",23,898.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",24,490.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",25,3050.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",26,199.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",27,-6915.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",28,-3300.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",29,-718.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",30,1271.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",31,-1091.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",32,3727.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",33,3591.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",34,612.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",35,-1402.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",36,-1430.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",37,-590.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",38,2411.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",39,-3247.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",40,-346.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",41,-231.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",42,3444.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",43,765.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",44,-2184.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",45,-724.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",46,-2287.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",47,3180.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",48,4802.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",49,1234.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",50,-2373.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",51,-4311.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",52,-1807.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",53,3469.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",54,2951.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",55,479.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",56,-177.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",57,-2127.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",58,-3322.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",59,2012.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",60,414.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",61,1819.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",62,-2022.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",63,-914.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",64,1779.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",65,-1788.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",66,274.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",67,-347.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",68,187.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",69,-205.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",70,-106.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",71,272.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",72,-103.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",73,-93.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",74,36.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",75,-15.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",76,293.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",77,40.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",78,123.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",79,-189.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",80,-126.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",81,132.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",82,-79.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",83,92.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",84,-248.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",85,-157.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",86,-217.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",87,-1.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",88,-62.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",89,36.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",90,-53.31
"DN2 + DN4 Distance
DN1 + DN5 Turning",91,86.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",92,35.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",93,1.36
"DN2 + DN4 Distance
DN1 + DN5 Turning",94,59.03
"DN2 + DN4 Distance
DN1 + DN5 Turning",95,-1146.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",96,-41.64
"DN2 + DN4 Distance
DN1 + DN5 Turning",97,238.69
"DN2 + DN4 Distance
DN1 + DN5 Turning",98,-176.97
"DN2 + DN4 Distance
DN1 + DN5 Turning",99,-210.31
"BL + BR Distance
DN2 + DN4 Turning",0,3944.5
"BL + BR Distance
DN2 + DN4 Turning",1,1117.5
"BL + BR Distance
DN2 + DN4 Turning",2,893.5
"BL + BR Distance
DN2 + DN4 Turning",3,906.17
"BL + BR Distance
DN2 + DN4 Turning",4,-415.17
"BL + BR Distance
DN2 + DN4 Turning",5,-62.17
"BL + BR Distance
DN2 + DN4 Turning",6,1112.17
"BL + BR Distance
DN2 + DN4 Turning",7,-132.17
"BL + BR Distance
DN2 + DN4 Turning",8,261.5
"BL + BR Distance
DN2 + DN4 Turning",9,875.5
"BL + BR Distance
DN2 + DN4 Turning",10,483.5
"BL + BR Distance
DN2 + DN4 Turning",11,-1398.83
"BL + BR Distance
DN2 + DN4 Turning",12,-199.83
"BL + BR Distance
DN2 + DN4 Turning",13,-3964.83
"BL + BR Distance
DN2 + DN4 Turning",14,-1643.5
"BL + BR Distance
DN2 + DN4 Turning",15,70.17
