Sensor,Distance,Reading,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,19,1996,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,19,1996,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,19,1996,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,20,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,20,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,20,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,20,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,20,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,20,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,20,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,20,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,20,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,20,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,22.5,2048,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,22.5,2044,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,22.5,2036,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,22.5,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,22.5,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,22.5,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,22.5,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,22.5,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,22.5,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,22.5,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,25,2032,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,25,2044,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,25,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,25,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,25,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,25,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,25,2036,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,25,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,25,2040,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,25,2036,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,30,2096,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,30,2092,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,30,2092,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,30,2088,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,30,2092,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,30,2092,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,30,2088,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,30,2092,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,30,2092,,,,,,,,,,,,,,,,,,,,,,,,,
DN2,30,2092,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,8.7,1076,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,8.7,1032,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,8.7,1072,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,8.7,1076,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,8.7,1076,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,8.7,1032,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,8.7,1080,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,8.7,1072,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,8.7,1072,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,8.7,1028,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,10.0,1376,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,10.0,1384,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,10.0,1380,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,10.0,1384,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,10.0,1380,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,10.0,1384,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,10.0,1384,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,10.0,1384,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,10.0,1388,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,10.0,1388,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,11,1600,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,11,1604,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,11,1604,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,11,1604,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,11,1652,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,11,1652,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,11,1604,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,11,1644,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,11,1644,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,11,1600,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,12,1820,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,12,1820,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,12,1820,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,12,1824,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,12,1820,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,12,1824,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,12,1824,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,12,1824,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,12,1820,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,12,1820,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,13,1912,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,13,1920,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,13,1916,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,13,1916,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,13,1920,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,13,1912,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,13,1960,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,13,1960,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,13,1908,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,13,1920,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,14,2004,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,14,2004,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,14,2004,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,14,2004,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,14,2000,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,14,2004,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,14,2060,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,14,2008,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,14,2000,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,14,2008,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,15,2100,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,15,2104,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,15,2104,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,15,2100,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,15,2108,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,15,2100,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,15,2104,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,15,2104,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,15,2100,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,15,2104,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,16,2108,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,16,2100,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,16,2100,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,16,2100,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,16,2104,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,16,2100,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,16,2100,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,16,2104,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,16,2100,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,16,2104,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,17,2148,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,17,2148,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,17,2148,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,17,2144,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,17,2144,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,17,2152,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,17,2148,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,17,2148,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,17,2148,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,17,2148,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,18,2148,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,18,2148,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,18,2144,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,18,2152,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,18,2144,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,18,2148,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,18,2148,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,18,2144,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,18,2144,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,18,2144,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,19,2152,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,19,2144,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,19,2144,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,19,2148,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,19,2144,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,19,2144,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,19,2144,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,19,2148,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,19,2144,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,19,2152,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,20,2188,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,20,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,20,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,20,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,20,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,20,2196,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,20,2188,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,20,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,20,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,20,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,22.5,2196,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,22.5,2196,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,22.5,2188,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,22.5,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,22.5,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,22.5,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,22.5,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,22.5,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,22.5,2188,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,22.5,2188,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,25,2184,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,25,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,25,2188,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,25,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,25,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,25,2196,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,25,2188,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,25,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,25,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,25,2188,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,30,2196,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,30,2236,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,30,2236,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,30,2232,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,30,2236,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,30,2236,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,30,2232,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,30,2188,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,30,2192,,,,,,,,,,,,,,,,,,,,,,,,,
DN4,30,2240,,,,,,,,,,,,,,,,,,,,,,,,,
BL,8.7,96,,,,,,,,,,,,,,,,,,,,,,,,,
BL,8.7,96,,,,,,,,,,,,,,,,,,,,,,,,,
BL,8.7,96,,,,,,,,,,,,,,,,,,,,,,,,,
BL,8.7,96,,,,,,,,,,,,,,,,,,,,,,,,,
BL,8.7,140,,,,,,,,,,,,,,,,,,,,,,,,,
BL,8.7,96,,,,,,,,,,,,,,,,,,,,,,,,,
BL,8.7,96,,,,,,,,,,,,,,,,,,,,,,,,,
BL,8.7,92,,,,,,,,,,,,,,,,,,,,,,,,,
BL,8.7,92,,,,,,,,,,,,,,,,,,,,,,,,,
BL,8.7,96,,,,,,,,,,,,,,,,,,,,,,,,,
BL,10.0,228,,,,,,,,,,,,,,,,,,,,,,,,,
BL,10.0,232,,,,,,,,,,,,,,,,,,,,,,,,,
BL,10.0,232,,,,,,,,,,,,,,,,,,,,,,,,,
BL,10.0,228,,,,,,,,,,,,,,,,,,,,,,,,,
BL,10.0,228,,,,,,,,,,,,,,,,,,,,,,,,,
BL,10.0,224,,,,,,,,,,,,,,,,,,,,,,,,,
BL,10.0,228,,,,,,,,,,,,,,,,,,,,,,,,,
BL,10.0,224,,,,,,,,,,,,,,,,,,,,,,,,,
BL,10.0,228,,,,,,,,,,,,,,,,,,,,,,,,,
BL,10.0,224,,,,,,,,,,,,,,,,,,,,,,,,,
BL,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BL,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BL,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BL,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BL,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BL,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BL,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BL,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BL,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BL,11,276,,,,,,,,,,,,,,,,,,,,,,,,,
BL,12,324,,,,,,,,,,,,,,,,,,,,,,,,,
BL,12,328,,,,,,,,,,,,,,,,,,,,,,,,,
BL,12,324,,,,,,,,,,,,,,,,,,,,,,,,,
BL,12,324,,,,,,,,,,,,,,,,,,,,,,,,,
BL,12,328,,,,,,,,,,,,,,,,,,,,,,,,,
BL,12,324,,,,,,,,,,,,,,,,,,,,,,,,,
BL,12,324,,,,,,,,,,,,,,,,,,,,,,,,,
BL,12,324,,,,,,,,,,,,,,,,,,,,,,,,,
BL,12,332,,,,,,,,,,,,,,,,,,,,,,,,,
BL,12,332,,,,,,,,,,,,,,,,,,,,,,,,,
BL,13,324,,,,,,,,,,,,,,,,,,,,,,,,,
BL,13,324,,,,,,,,,,,,,,,,,,,,,,,,,
BL,13,320,,,,,,,,,,,,,,,,,,,,,,,,,
BL,13,324,,,,,,,,,,,,,,,,,,,,,,,,,
BL,13,316,,,,,,,,,,,,,,,,,,,,,,,,,
BL,13,316,,,,,,,,,,,,,,,,,,,,,,,,,
BL,13,316,,,,,,,,,,,,,,,,,,,,,,,,,
BL,13,312,,,,,,,,,,,,,,,,,,,,,,,,,
BL,13,316,,,,,,,,,,,,,,,,,,,,,,,,,
BL,13,320,,,,,,,,,,,,,,,,,,,,,,,,,
BL,14,320,,,,,,,,,,,,,,,,,,,,,,,,,
BL,14,320,,,,,,,,,,,,,,,,,,,,,,,,,
BL,14,320,,,,,,,,,,,,,,,,,,,,,,,,,
BL,14,324,,,,,,,,,,,,,,,,,,,,,,,,,
BL,14,320,,,,,,,,,,,,,,,,,,,,,,,,,
BL,14,324,,,,,,,,,,,,,,,,,,,,,,,,,
BL,14,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,14,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,14,368,,,,,,,,,,,,,,,,,,,,,,,,,
BL,14,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,15,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,15,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,15,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,15,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,15,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,15,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,15,376,,,,,,,,,,,,,,,,,,,,,,,,,
BL,15,376,,,,,,,,,,,,,,,,,,,,,,,,,
BL,15,376,,,,,,,,,,,,,,,,,,,,,,,,,
BL,15,376,,,,,,,,,,,,,,,,,,,,,,,,,
BL,16,380,,,,,,,,,,,,,,,,,,,,,,,,,
BL,16,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,16,376,,,,,,,,,,,,,,,,,,,,,,,,,
BL,16,376,,,,,,,,,,,,,,,,,,,,,,,,,
BL,16,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,16,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,16,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,16,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,16,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,16,368,,,,,,,,,,,,,,,,,,,,,,,,,
BL,17,376,,,,,,,,,,,,,,,,,,,,,,,,,
BL,17,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,17,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,17,360,,,,,,,,,,,,,,,,,,,,,,,,,
BL,17,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,17,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,17,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,17,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,17,360,,,,,,,,,,,,,,,,,,,,,,,,,
BL,17,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,18,376,,,,,,,,,,,,,,,,,,,,,,,,,
BL,18,376,,,,,,,,,,,,,,,,,,,,,,,,,
BL,18,376,,,,,,,,,,,,,,,,,,,,,,,,,
BL,18,376,,,,,,,,,,,,,,,,,,,,,,,,,
BL,18,376,,,,,,,,,,,,,,,,,,,,,,,,,
BL,18,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,18,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,18,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,18,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,18,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,19,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,20,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,20,368,,,,,,,,,,,,,,,,,,,,,,,,,
BL,20,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,20,368,,,,,,,,,,,,,,,,,,,,,,,,,
BL,20,368,,,,,,,,,,,,,,,,,,,,,,,,,
BL,20,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,20,368,,,,,,,,,,,,,,,,,,,,,,,,,
BL,20,360,,,,,,,,,,,,,,,,,,,,,,,,,
BL,20,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,20,360,,,,,,,,,,,,,,,,,,,,,,,,,
BL,22.5,368,,,,,,,,,,,,,,,,,,,,,,,,,
BL,22.5,368,,,,,,,,,,,,,,,,,,,,,,,,,
BL,22.5,368,,,,,,,,,,,,,,,,,,,,,,,,,
BL,22.5,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,22.5,360,,,,,,,,,,,,,,,,,,,,,,,,,
BL,22.5,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,22.5,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,22.5,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,22.5,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,22.5,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,25,368,,,,,,,,,,,,,,,,,,,,,,,,,
BL,25,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,25,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,25,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,25,360,,,,,,,,,,,,,,,,,,,,,,,,,
BL,25,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,25,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,25,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,25,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,25,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,30,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,30,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,30,368,,,,,,,,,,,,,,,,,,,,,,,,,
BL,30,368,,,,,,,,,,,,,,,,,,,,,,,,,
BL,30,372,,,,,,,,,,,,,,,,,,,,,,,,,
BL,30,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,30,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,30,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,30,364,,,,,,,,,,,,,,,,,,,,,,,,,
BL,30,364,,,,,,,,,,,,,,,,,,,,,,,,,
BR,8.7,96,,,,,,,,,,,,,,,,,,,,,,,,,
BR,8.7,96,,,,,,,,,,,,,,,,,,,,,,,,,
BR,8.7,96,,,,,,,,,,,,,,,,,,,,,,,,,
BR,8.7,96,,,,,,,,,,,,,,,,,,,,,,,,,
BR,8.7,88,,,,,,,,,,,,,,,,,,,,,,,,,
BR,8.7,96,,,,,,,,,,,,,,,,,,,,,,,,,
BR,8.7,96,,,,,,,,,,,,,,,,,,,,,,,,,
BR,8.7,92,,,,,,,,,,,,,,,,,,,,,,,,,
BR,8.7,92,,,,,,,,,,,,,,,,,,,,,,,,,
BR,8.7,96,,,,,,,,,,,,,,,,,,,,,,,,,
BR,10.0,228,,,,,,,,,,,,,,,,,,,,,,,,,
BR,10.0,232,,,,,,,,,,,,,,,,,,,,,,,,,
BR,10.0,232,,,,,,,,,,,,,,,,,,,,,,,,,
BR,10.0,228,,,,,,,,,,,,,,,,,,,,,,,,,
BR,10.0,228,,,,,,,,,,,,,,,,,,,,,,,,,
BR,10.0,224,,,,,,,,,,,,,,,,,,,,,,,,,
BR,10.0,228,,,,,,,,,,,,,,,,,,,,,,,,,
BR,10.0,224,,,,,,,,,,,,,,,,,,,,,,,,,
BR,10.0,228,,,,,,,,,,,,,,,,,,,,,,,,,
BR,10.0,224,,,,,,,,,,,,,,,,,,,,,,,,,
BR,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,11,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,11,276,,,,,,,,,,,,,,,,,,,,,,,,,
BR,12,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,12,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,12,268,,,,,,,,,,,,,,,,,,,,,,,,,
BR,12,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,12,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,12,268,,,,,,,,,,,,,,,,,,,,,,,,,
BR,12,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,12,272,,,,,,,,,,,,,,,,,,,,,,,,,
BR,12,276,,,,,,,,,,,,,,,,,,,,,,,,,
BR,12,280,,,,,,,,,,,,,,,,,,,,,,,,,
BR,13,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,13,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,13,320,,,,,,,,,,,,,,,,,,,,,,,,,
BR,13,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,13,316,,,,,,,,,,,,,,,,,,,,,,,,,
BR,13,316,,,,,,,,,,,,,,,,,,,,,,,,,
BR,13,316,,,,,,,,,,,,,,,,,,,,,,,,,
BR,13,312,,,,,,,,,,,,,,,,,,,,,,,,,
BR,13,316,,,,,,,,,,,,,,,,,,,,,,,,,
BR,13,320,,,,,,,,,,,,,,,,,,,,,,,,,
BR,14,320,,,,,,,,,,,,,,,,,,,,,,,,,
BR,14,320,,,,,,,,,,,,,,,,,,,,,,,,,
BR,14,320,,,,,,,,,,,,,,,,,,,,,,,,,
BR,14,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,14,320,,,,,,,,,,,,,,,,,,,,,,,,,
BR,14,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,14,320,,,,,,,,,,,,,,,,,,,,,,,,,
BR,14,320,,,,,,,,,,,,,,,,,,,,,,,,,
BR,14,312,,,,,,,,,,,,,,,,,,,,,,,,,
BR,14,320,,,,,,,,,,,,,,,,,,,,,,,,,
BR,15,316,,,,,,,,,,,,,,,,,,,,,,,,,
BR,15,316,,,,,,,,,,,,,,,,,,,,,,,,,
BR,15,316,,,,,,,,,,,,,,,,,,,,,,,,,
BR,15,316,,,,,,,,,,,,,,,,,,,,,,,,,
BR,15,316,,,,,,,,,,,,,,,,,,,,,,,,,
BR,15,316,,,,,,,,,,,,,,,,,,,,,,,,,
BR,15,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,15,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,15,320,,,,,,,,,,,,,,,,,,,,,,,,,
BR,15,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,16,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,16,320,,,,,,,,,,,,,,,,,,,,,,,,,
BR,16,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,16,324,,,,,,,,,,,,,,,,,,,,,,,,,
BR,16,316,,,,,,,,,,,,,,,,,,,,,,,,,
